Name,Smiles
1683,Cc1cc(-c2ccccc2)n2ncc(-c3ccccc3)c2n1
1684,Cc1cc(C)c(C#N)c(SCC(=O)Nc2ccccc2)n1
1685,COc1c(C(=O)Nc2nccs2)ccc2ccccc12
1686,COc1ccc(Nc2nnc(SCC3CCCO3)s2)cc1
1687,O=C(CCc1nnc(CCCc2ccccc2)o1)NC(C1CC1)C1CC1
1688,Cn1cc(/C=C/C(=O)c2ccccc2)c2ccccc21
1689,CC(C)(C)OC(=O)N1CCC(C(=O)Nc2ccc(C(=O)NCCc3ccccc3)cc2)CC1
1690,O=C(c1cc(-c2cccc(O)c2)on1)N1CCCC1
1691,COc1ccc(C(=O)Nc2ccc3c(c2)OCCO3)c(OC)c1
1692,Cc1ccc(OCC(=O)O/N=C(\N)c2ccccn2)cc1C
1693,c1cncc(-c2nc3ccccc3s2)c1
1694,Nc1c(-c2ccc(Cl)cc2)cnc2c(-c3ccccc3)cnn12
1695,CCOC(=O)c1ccc(CSc2nnc(N)s2)cc1
1696,COc1ccc(NC(=O)c2cc3ccccc3[nH]2)cc1
1697,COc1cccc(-n2cc(-c3ccc(F)cc3)nc2S)c1
1698,CCc1ccc(C(=O)Nc2cc(C)on2)o1
1699,Cc1cccn2cc(CSc3ccccc3N)nc12
1700,COC(=O)c1c(NC(C)=O)sc(C(=O)Nc2ccccc2)c1C
1701,O=C(Nc1ccc2ncccc2c1)Nc1ccc2ncccc2c1
1702,Cc1c(CC(=O)O)c(=O)oc2cc3occ(-c4ccc(F)cc4)c3cc12
1703,Cc1cccc(C)c1OCc1cc(C(=O)N2C[C@H]3C[C@@H]4C[C@H](C3)C[C@H]2C4)no1
1704,CCN1CCN(c2nc3ccccc3s2)CC1
1705,Cc1ccc(C(=O)/N=c2\sccn2C)cc1S(=O)(=O)N1CCOCC1
1706,Cc1ccc(-c2nc3ccc(Cl)cn3c2Cc2cccc(F)c2)cc1
1707,Cc1ccn2c(Cc3ccccc3)c(-c3ccc(Br)cc3)nc2c1
1708,O=C(CN1CCCCCC1)Nc1c(Cl)cc(Cl)cc1Cl
1709,CC1CC1C(=O)OCc1cc(=O)n2cc(Br)ccc2n1
1710,NS(=O)(=O)c1cccc(NC(=O)c2cc3ccccc3o2)c1
1711,CN(C)c1ccnc2sc(C(=O)NCc3ccccc3)c(N)c12
1712,CCCNC(=O)C(=O)Nc1ccc(N(C)C)cc1
1713,COc1ccc(NC(=S)N/N=C/c2ccc(F)cc2)cc1OC
1714,CC(C)c1ccc(NC(=O)NN2CCOCC2)cc1
1715,N=C(Cc1cccc2ccccc12)NOC(=O)Cc1cccs1
1716,O=C(Nc1ccc(Br)cc1)c1ccc2c(c1)OCO2
1717,CCCCOC(=O)Nc1ccc(C)c(Cl)c1
1718,Nc1nc(NC(=O)c2ccccc2)nn1-c1ccccc1
1719,c1cnc(SCCOc2cccc3ccccc23)nc1
1720,C/C(=N\c1ccc(C)cc1C)c1sc2ccccc2c1O
1721,O=C(CSc1nnc(C2CCCCC2)o1)N1CCCCC1
1722,O=[N+]([O-])c1ccccc1N/N=C\c1ccccc1F
1723,CC(/C=N/NC(=O)c1ccccc1F)=C\c1ccccc1
1724,Cc1ccc(N(CC(=O)Nc2ccc3c(c2)OCCO3)S(C)(=O)=O)cc1
1725,O=C(COc1ccc2cc(Br)ccc2c1)N1CCCC1
1726,c1ccc(-n2ncc3c(NCc4cccnc4)ncnc32)cc1
1727,CCc1ccc(/C=N/NC(=O)c2cc(C)on2)s1
1728,O=[N+]([O-])c1ccc(-n2cc(-c3ccccc3)nn2)cc1
1729,Cc1cccc(C(=O)Nc2sc3c(c2C(=O)O)CCCC3)c1
1730,CC1CCc2sc(C(=O)N/N=C/c3ccc(O)cc3)cc2C1
1731,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1
1732,Cc1ccccc1C(=O)Nc1ccc(Br)c(C)n1
1733,COc1ccc(-c2ccc(OC(=O)NC3CCS(=O)(=O)C3)cc2)cc1
1734,CCOC(=O)c1cccc(NC(=O)c2cnc3ccccc3n2)c1
1735,Cn1cccc1C(=O)OCC(=O)c1c[nH]c2ccccc12
1736,Cc1cc(NC(=O)CSc2nc3ccccc3cc2C#N)no1
1737,O=C(CNc1ccccc1OC(F)F)N1CCc2ccccc21
1738,Clc1ccc(-c2csc(Nc3ccccc3)[n+]2Cc2ccco2)c(Cl)c1.[Cl-]
1739,O=C(Nc1nnc(-c2ccncc2)s1)Nc1ccccc1F
1740,CC(C)CC(=O)Nc1ccc2c(c1)oc1ccccc12
1741,CC(=O)Nc1ccccc1C(=O)OCc1cccc(F)c1
1742,O=C(N/N=C/C(Cl)=C\c1ccccc1)c1ccco1
1743,Cc1cccc(-n2cnc(C(=O)Nc3cccnc3)c2)n1
1744,COc1cc(C(=O)Nc2ccc3c(c2)OCCO3)ccc1OC(C)C
1745,Nc1ccc2oc(CCc3ccccc3)nc2c1
1746,O=C(Nc1nc(-c2ccc(Cl)cc2)n[nH]1)c1ccccc1
1747,CC(C)OC(=O)CSc1nnc(-c2ccc(Cl)cc2Cl)o1
1748,Cc1ccc(NC(=O)c2ccc(OC(=O)COc3ccc(Cl)cc3C)cc2)cc1
1749,CC1CCN(C(=O)c2ccc(-c3ccccc3Cl)o2)CC1
1750,Fc1ccc(Nc2nc(-c3cccnc3)cs2)cc1
1751,CCC(C)NC(=O)c1ccc2c(Cl)c3c(nc2c1)CCC3
1752,O=c1oc(Nc2ccccc2Cl)nc2ccccc12
1753,COC(=O)c1ccc(NC(=O)c2ccco2)cc1
1754,CN(C)c1ccc(-c2nc(-c3ccncc3)no2)cc1[N+](=O)[O-]
1755,c1ccc(CCNc2ccc3c(c2)Cc2ccccc2-3)nc1
1756,O=C(/C=C/c1ccc(Cl)cc1)NCc1ccco1
1757,COc1ccc(OC)c(-c2cc(C3CCN(C(=O)OC(C)(C)C)CC3)[nH]n2)c1
1758,Cc1cccc(CSC2=NN3CCCC(=O)N=C3S2)c1
1759,O=C(COC(=O)c1cc[n+]([O-])cc1)Nc1ccc(SC(F)F)cc1
1760,Cc1cccc(/N=C/c2sc3ccccc3c2O)n1
1761,O=C(Nc1ccc(F)c(Cl)c1)c1ccccc1
1762,N=C(NOC(=O)c1ccc2c(c1)OCO2)c1cccc(Br)c1
1763,Cc1cc(C)n2nc(C(=O)Nc3ccc4c(c3)OCO4)cc2n1
1764,C(=N/N1CCN(c2ccccc2)CC1)\c1ccccc1
1765,CCOC(=O)N/N=C/C=C/c1ccccc1
1766,Cc1nc(NC(=O)c2cnccn2)ccc1Br
1767,COc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cn2)c(OC)c1
1768,Cn1c(-c2ccc(Br)o2)nc2ccccc21
1769,CSCC(=O)N1CCC(n2nccc2NC(=O)c2ccc3c(c2)OCO3)CC1
1770,COc1ccc(C(=O)/C=C(\C)Nc2ccc(NC(C)=O)cc2)cc1
1771,O=C(O)c1cccc(-c2ccc(/C=c3/sc4nc5ccccc5n4c3=O)o2)c1
1772,COc1cccc(-c2cc(C(=O)NCc3cccs3)no2)c1
1773,Cc1cccc(-n2c(C)cc(C(=O)NC3CCCCC3)c2C)c1
1774,CSc1cccc(NC(=O)/C=C/c2ccccc2)c1
1775,CCN1CCN(C(S)=NCCc2ccccc2)CC1.O=C(O)C(=O)O
1776,CCCOc1ccc(-c2cn3ccccc3n2)cc1[N+](=O)[O-]
1777,Cc1c(-c2nc(N)nc(Nc3ccc(F)cc3)n2)oc2ccccc12
1778,N#Cc1ccccc1COC(=O)c1ccc2c(c1)OCCO2
1779,CC(OC(=O)c1ccco1)C(=O)Nc1nc(-c2ccccc2)cs1
1780,O=C(N/N=C1/CC2C=CCC12)c1cccs1
1781,Cc1ccc(/C=C/C(=O)NCCc2ccccc2)o1
1782,O=[N+]([O-])c1ccc(NC(S)=NC(=NCS(=O)(=O)c2ccccc2)c2ccccc2)cc1
1783,CCOc1cccc(C(=O)NC2CCCCC2)c1
1784,CC(C)C[C@H](NC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O
1785,CC(=O)Nc1ccc(/C=C2\CCc3ccccc3C2=O)cc1
1786,COc1ccc(C(=O)Nc2cc(C)c(NC(=O)c3ccccc3OC)cn2)cc1
1787,COc1cccc(C(=O)/C=C/Nc2ccc(NC(C)=O)cc2)c1
1788,COc1ccccc1OCc1nc2ccccc2n1C
1789,Cc1ccc(C(=N)NOC(=O)CCCc2ccccc2)cc1
1790,O=C(CC1CCCC1)Nc1ccc(Br)cc1
1791,COc1cc(C(=O)OCC(=O)Nc2cc(C)on2)ccc1OCc1ccccc1Cl
1792,c1ccc(COc2ccc(OCCCn3cncn3)cc2)cc1
1793,O=C(O)C(F)(F)F.c1ccc(CNc2ccc(N3CCOCC3)cc2)cc1
1794,COc1ccc(COc2cccnc2N)cc1
1795,Cc1cccc(OC(=O)c2sc3ncn(C)c(=O)c3c2C)c1
1796,O=C(N/N=C/c1cccc(F)c1)c1ccc(Cl)cc1
1797,Cc1c(C(=O)OC2CCC(C)CC2)[nH]c2c1C(=O)CCC2
1798,O=C1c2ccccc2C(=O)c2c1cccc2N1CCOCC1
1799,Cc1nc2ccc(NC(S)=NC3CCCCC3)cc2nc1C
1800,S=C(Nc1ccc(Cl)cc1)N1N=CCC1c1ccccc1
1801,Cc1ccc(NC(=O)NC2CCCCCCC2)cc1
1802,COc1cccc(/C=C/C(=O)Nc2ccc3c(c2)OCCO3)c1OC
1803,CC(=O)CSc1ncnc2c1cnn2-c1ccccc1
1804,Cc1cc2ncn(C(=O)N3CCCCC3)c2cc1C
1805,CSc1ccccc1OCc1cc(C(=O)NCCc2ccco2)no1
1806,COc1cccc2c(=O)c3ccccc3oc12
1807,CC(=O)c1ccc(-c2nc3ccccc3n2C)o1
1808,CCOC(=O)c1cnc2c(-c3ccccc3)cnn2c1N
1809,Cc1cc(Cl)n2ncc(-c3ccccc3)c2n1
1810,CNC(=O)c1c(Br)cnn1-c1ccc(C)cc1
1811,O=C1OC(c2ccc(Br)cc2)=N/C1=C\N1CCCCC1
1812,O=C(NCC1CCCO1)c1sc2ccccc2c1Cl
1813,COc1ccc(/C=N/NC(=O)c2cc[nH]n2)cc1CSc1ccccn1
1814,COc1ccccc1C(=O)Nc1nnc(C)s1
1815,O=C(N/N=C/c1cccs1)c1ccc2ncccc2c1
1816,Cc1cccnc1NC(=O)Nc1cccc(Cl)c1
1817,COc1ccc2nc(SCc3ccccc3C)nc(C)c2c1
1818,CCOc1cccc2cc(-c3nnc(NCc4ccco4)s3)c(=O)oc12
1819,CCOC(=O)Nc1sc2c(c1C#N)CCC(C)C2
1820,Cc1ccnc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)c(C)c3)CC2)c1
1821,COc1ccc(-c2cc(C(=O)N3CCCCCC3)no2)cc1OC
1822,CCNC(S)=NNC(=O)c1cc(-c2cccc(OCC)c2)nc2ccccc12
1823,COc1ccc(-c2csc(NC(=O)COC(=O)c3ccco3)n2)cc1
1824,Cc1cc(C(=O)CN2CCC(C)CC2)c(C)n1-c1ccc(F)cc1
1825,Cc1cc2nc(/C(C#N)=C/c3ccncc3)[nH]c2cc1C
1826,c1ccc(-c2cc(N3CCCCC3)ncn2)cc1
1827,COc1ccc(C(=O)COC(=O)c2ccc3c(c2)OCCO3)c(OC)c1
1828,O=C(Cc1ccccc1)c1nc2ccccc2s1
1829,C=CCNC(=O)c1ccc2c3n(nc2c1)-c1ccccc1CO3
1830,O=C(CCCCl)Oc1ccc2cc(-c3ccc4ccccc4n3)c(=O)oc2c1
1831,N#Cc1ccsc1NC(=O)c1ccc2ncsc2c1
1832,CCCn1nnc(NC(=O)c2sc3ccccc3c2Cl)n1
1833,O=C(NCCNc1ccccc1[N+](=O)[O-])c1cc(F)c(F)cc1Cl
1834,COC(=O)c1ccc(/C=N/n2c(C)nc3ccccc3c2=O)cc1
1835,Cc1ccccc1Nc1ncnc2c1cnn2-c1ccccc1
1836,COc1ccc2nc(NC(=O)c3ccc(Br)s3)sc2c1
1837,CN(C)c1ccc(NC(=O)Nc2cccc(Cl)c2)cc1
1838,COc1nc(NCc2ccco2)nc(NC2CCCCC2)n1
1839,C/C(=N/OC(=O)CC(C)C)c1cc(-c2ccc(Cl)cc2)no1
1840,C(=C/c1ccccc1)\C=N\Nc1nc2ccccc2[nH]1
1841,CCOc1ccc(C(=O)NCc2ccccn2)cc1
1842,O=S(=O)(Cc1cc(-c2ccc(Cl)cc2)no1)c1ccccc1
1843,Cc1ccc2nc(NC(=O)C3CCCN(S(=O)(=O)c4c[nH]cn4)C3)sc2c1
1844,O=C(Nc1ccc(Br)cc1)N1CCc2ccccc2C1
1845,CC(C)(C)NC1=NN=C(c2cc3ccccc3o2)CS1
1846,CCC(=O)/C(=C(/O)c1ccccc1)c1nc2ccccc2[nH]1
1847,O=C(c1cc(COc2ccc(F)c(F)c2)on1)N1CCOCC1
1848,CN(C)c1cccc(C(=O)NN=C(S)NC2CC3CCC2C3)c1
1849,O=C(O)c1ccc(/C=C/c2ccc3cccc(O)c3n2)cc1
1850,Cc1ccc2c(CN(C)Cc3ccccc3)cc(=O)oc2c1C
1851,CCOc1ccc2oc(C(=O)NC(C)(C)CC)c(C)c2c1
1852,c1ccc(C2=NNC(c3ccccn3)=NN2)nc1
1853,CSc1ccc(/C=N/NC(=O)CN2CCN(Cc3ccccc3Cl)CC2)cc1
1854,CC(C)(C)c1ccc(-c2noc(-c3ccno3)n2)cc1
1855,CC(C)c1cc(C(=O)N/N=C/c2ccco2)[nH]n1
1856,CCOC(=O)c1cnc(SCC(=O)c2ccccc2)nc1N
1857,O=C(OCC(=O)N1CCCCC1)c1cc(O)nc2ccccc12
1858,COCC1CCCN(Cc2nc(-c3ccc4c(c3)OCO4)no2)C1
1859,Cc1ccc2nc(-c3ccccn3)oc2c1
1860,O=C(NC(=S)Nc1ccccn1)c1cccc([N+](=O)[O-])c1
1861,CN1OC[C@@H]2CN[C@H](c3ccc(-c4ccc(C#N)cc4)cc3)C[C@@H]21
1862,N#Cc1ccc(-c2csc(NC(=O)C3CC3)n2)cc1
1863,CC(C)CC(=O)Nc1ccc(C(=O)Nc2cccc(O)c2)cc1
1864,Cc1ccc(Nc2nc(N)nc(CCl)n2)cc1
1865,CCOc1ccc(NC(=O)CSc2nccn2C)cc1
1866,Nc1c(C(=O)NCCc2ccccc2)nnn1Cc1ccccc1
1867,OCCc1ccc(NCCc2ccco2)cc1
1868,Cn1cccc1C(=O)OCc1ccc(C(C)(C)C)cc1
1869,CC(=O)c1cccc(NC(=O)c2c(C)nn(-c3ccccc3)c2Cl)c1
1870,O=C(Nc1ccccn1)c1ccc(Br)s1
1871,O=C1C2C(C(=O)N1/N=C/c1cccc([N+](=O)[O-])c1)C1C=CC2C12CC2
1872,Cc1ccc2[nH]c(SC(C)C(=O)N3CCOCC3)nc2c1
1873,O=C(Nc1ccccc1)O/N=C/c1ccc(F)cc1
1874,O=C(/C=C/Nc1ccc(Oc2ccccc2)cc1)c1ccco1
1875,O=C(c1ccc(-c2cccc(Cl)c2Cl)o1)N1CCOCC1
1876,Oc1ccc(-c2csc(Nc3ncccn3)n2)cc1
1877,Cc1cc(N/C=C/C(=O)c2ccc(Br)cc2)no1
1878,Nc1cc(C(=O)c2ccccc2)ccc1N1CCOCC1
1879,CN(CCCC(=O)O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2)cc1
1880,CC(C)(C)SCCNC(=O)/C=C/c1ccccc1
1881,CN(N=O)c1ccc2c(c1)Cc1ccccc1-2
1882,CC(=O)NCCc1nc2cc(NC(=O)c3ccccc3Cl)ccc2n1C
1883,CCc1sc(C(=O)Nc2nccs2)cc1C
1884,COc1ccccc1NC(=O)CSc1nnc(-c2ccc(C)cc2)o1
1885,COc1ccccc1-c1nnc(-c2ccc(F)cc2)o1
1886,Cc1c(C(=O)Nc2ccccc2F)sc2nc3n(c(=O)c12)CCC3
1887,Cc1occc1C(=O)NCCc1cccc(Cl)c1
1888,Cl.Nc1scc(-c2ccncc2)c1Cl
1889,N=C(NOC(=O)COc1ccc(Br)cc1Cl)c1ccncc1
1890,COc1ccc(NC(=O)c2cccc(F)c2)cc1Cl
1891,C/C(=N\OC(=O)c1cccc(C)c1)c1sc(-c2ccccc2)nc1C
1892,O=C(O)CN1C(=O)/C(=C\c2cccc(OCc3ccc(Cl)cc3)c2)SC1=S
1893,C=CCNc1nc(-c2ccc([N+](=O)[O-])cc2)cs1
1894,Nc1ccc2c(c1)Cc1c(F)cccc1-2
1895,OC(c1ccc(F)cc1)c1nc(-c2ccccc2F)c[nH]1
1896,COc1ccc2oc(C(=O)NCc3ccco3)c(C)c2c1
1897,COC(=O)c1ccc(NN=Nc2ccccc2)cc1
1898,Cc1ccc(OCC(=O)N2CCc3ccccc32)cc1
1899,O=C(/C=C/c1cccs1)Nc1ccncc1
1900,Cc1ccc(-c2noc(CSc3nc(N)cc(N)n3)n2)cc1
1901,Cc1cc(NS(=O)(=O)c2ccc(NC(=O)Nc3ccc4c(c3)OCO4)cc2)no1
1902,O=C(Nc1cc(Cl)ncn1)c1ccccc1
1903,O=[N+]([O-])c1cccc(-c2nnc(-c3ccccc3F)o2)c1
1904,Cc1ccc(-c2ccc(SCC(=O)c3ccccc3)nn2)cc1
1905,Br.CCOC(=O)c1ccc(/N=c2\scc(C)n2CC)cc1
1906,CCOC(=O)c1sc(NC(=O)C(OC(C)=O)c2ccccc2)nc1C
1907,C=CCOc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2cccs2)cc1
1908,C=CCn1cccc(C(=O)Nc2ccc(C)cc2)c1=O
1909,Nc1ccc(-c2nc3ncccc3o2)c(Cl)c1
1910,O=C(CC1CC2CCC1C2)NC1CCCCCCC1
1911,COc1ccc(C(=O)Nc2ccc(OC)c(OC)c2)cc1
1912,Cc1cc(-c2cn3ccccc3n2)c(C)n1-c1ccccc1
1913,Cc1cccc2nc(CSCc3ccco3)cn12
1914,Cc1ccc(OCC(=O)NCc2ccccn2)c(Br)c1
1915,CCc1cc(C(=O)O)c(NC(=O)/C=C/c2ccc(OC)cc2)s1
1916,COc1ccc(C/N=C\c2c(O)[nH]c3ccccc23)cc1
1917,OC[C@@H]1CC[C@@H](Cc2ccc(-c3ccccc3)cc2)O1
1918,CCC(=O)Nc1cccc(NC(=S)NC(=O)c2ccccc2C)c1
1919,COc1cc(NC(=O)C(C)C)ccc1NC(=O)c1ccco1
1920,CCCCn1c(=O)[nH]c2nc3cc(N)ccc3nc2c1=O
1921,O=C(COC(=O)c1ccc(-c2nc3ccccc3s2)s1)NCC1CCCO1
1922,O=C(NN=C1CCCCCC1)c1cccs1
1923,O=C(c1ccc2ccccc2c1)N1CCc2ccccc21
1924,COC(=O)c1ccc(OS(=O)(=O)N(C)C)cc1
1925,Cc1cc2cc(CCNC(=O)c3cccs3)c(O)nc2cc1C
1926,COCCNc1oc(-c2ccc(C)cc2)nc1C#N
1927,CC(=O)c1ccc(NC(=O)Nc2ccncc2)cc1
1928,COc1ccc(-n2nc3ccccc3n2)cc1
1929,O=C1c2ccccc2CN1CCSC(=S)N1CCOCC1
1930,COc1ccc(-c2cnn(-c3nc(-c4ccccc4)c(CC(=O)O)s3)c2N)cc1
1931,Nc1c(-c2ccccc2)cnn1-c1cccc(Cl)c1
1932,CCn1nnc(NC(=O)c2ccc(C(C)(C)C)cc2)n1
1933,C/C(=N\NC(=O)c1ccn(C)n1)c1ccc(NC(=O)c2cccc(F)c2)cc1
1934,Br.O=C1SC(SC(=Nc2ccccc2)Nc2ccccc2)C(=O)N1c1ccccc1
1935,Cc1cccc(C(=O)OCC(=O)c2c(C)[nH]c3ccccc23)c1O
1936,Cl.O=C(CNCc1cccs1)Nc1ccc(OC(F)(F)F)cc1
1937,c1ccc(-c2csc(Nc3ccc4c(c3)OCO4)n2)cc1
1938,Cc1cc(C)n2cc(CSc3nc4ccccc4s3)nc2n1
1939,Fc1cc2nc(-c3ccncc3)[nH]c2cc1F
1940,Cc1nc(-c2ccc(Cl)cc2)sc1C1(C)CC(c2cccnc2)=NO1
1941,O=C(c1cccc([N+](=O)[O-])c1)c1ccc2[nH]c(O)nc2c1
1942,CCCCSc1ccc2nc(-c3ccc(C#N)cc3)cn2c1
1943,COc1ccc(C(=O)c2cc3cccc(OC)c3o2)cc1
1944,Cc1ccc(C(=O)NNC(=O)c2cccc(C)c2)cc1
1945,CCCCN=C(S)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1
1946,CC(=O)NCCc1nc2cc(NC(=O)c3ccc(Cl)cc3)ccc2n1C
1947,Cc1ccc(-c2nc(/C=N/c3ccccc3)c(O)o2)cc1
1948,COc1ccc(OC)c(C(=O)Nc2ccc3[nH]ccc3c2)c1
1949,Oc1[nH]cnc2nc(-c3ccc(N(CCCl)CCCl)cc3)nc1-2
1950,C/C(=N/NC(=O)c1ccoc1C)c1ccc(N2CCOCC2)cc1
1951,Cc1cccc(NC(=O)CN2C(=O)N/C(=C\c3ccc(-c4cccc(C(=O)O)c4)o3)C2=O)c1
1952,COc1ccc(CC(=O)Nc2cc(C)ccn2)cc1
1953,Cc1ccc(NC(=O)c2cc3ccccc3o2)nc1
1954,CCOC(=O)CC(=O)CSc1ncnc2c1oc1ccccc12
1955,CCS(=O)(=O)c1ccc(C=NNc2nc3ccccc3o2)cc1
1956,CCCCc1ccc(-c2ccc(C)cc2O)nc1
1957,CC1CCN(C(=O)Cn2cnc3c(cnn3C(C)(C)C)c2=O)CC1
1958,O=C(Nc1nnc(-c2ccccc2)s1)c1ccccc1O
1959,Cc1ccc(-c2nnc(/C=C/c3ccccc3)o2)cc1
1960,O=C(Nc1nnc(-c2ccccc2F)s1)C1CCCO1
1961,c1ccc(Sc2ncnc3c2oc2ccccc23)cc1
1962,O=C(O)c1ccccc1-c1ccc(/C=C2\SC(=O)N(c3ccccc3)C2=O)o1
1963,COc1ccc(-c2csc(-c3ccccc3)n2)c(OC)c1
1964,COc1ccc2nc(Nc3ccccc3OC)sc2c1
1965,O=C(N/N=C/c1cccc(F)c1)NC1CCCCC1
1966,CCC(=O)Nc1ccc2nc(C3CC3)n(Cc3ccc(C(C)(C)C)cc3)c(=O)c2c1
1967,Fc1ccc(/C=N/Nc2cc(N3CCOCC3)ncn2)cc1
1968,Oc1nc(N/N=C/c2ccccc2)nc2ccccc12
1969,CC(=O)Cn1nnc2sc(-c3ccccc3)cc2c1=O
1970,NS(=O)(=O)c1cccc(NC(=O)/C=C/c2cccs2)c1
1971,CCCC(=O)Nc1cc(C)c(NC(=O)c2ccccn2)cn1
1972,S=C(NCCc1ccccc1)Nc1cnc2ccccc2c1
1973,CCOC(=O)c1ccc2nc(C)c(CCC(C)=O)c(Cl)c2c1
1974,O=C(CCNc1ccccc1)c1ccc2c(c1)OCO2
1975,CCOc1ccc(N2Cc3ccccc3C2)cc1
1976,Nc1ccc(-c2nc3ccccc3s2)cn1
1977,O=C(NCCSc1ccccc1)c1ccccc1F
1978,CCCCOC(=O)Nc1nnc(CC)s1
1979,Cn1cccc1C(=O)OCC(=O)Nc1ccc2c(c1)CCC2
1980,COc1ccc(Cc2nc3ccc(C(=O)N4C[C@H](C)O[C@H](C)C4)cc3o2)cc1OC
1981,COc1ccccc1OCc1ccc(C(=O)c2ccccc2)cc1
1982,Cc1cccc(-c2noc(Cc3ccc(Cl)cc3)n2)c1
1983,CCCC(=O)Nc1sc2c(c1C#N)CCCCC2
1984,O=C(c1ccccc1)c1cnc(Nc2ccccc2Cl)s1
1985,CCC(C)NC(=O)Cc1c(C)c2cc3c(cc2oc1=O)OC(C)(C)CC3
1986,C=CCOc1ccc2c(OC)c3ccoc3nc2c1OC
1987,O=C(NC(=S)NC1CCCCC1)c1ccccc1
1988,CC1CN(C(=O)c2ccc(COc3ccc(C(C)C)cc3)o2)CC(C)O1
1989,Cc1ccc(NC(=O)Cc2nc(CSc3nnc(-c4ccc5c(c4)OCO5)o3)cs2)cc1
1990,COc1ccc(/C=C/c2nnc(NC(=O)CSc3ccc(C)cc3)s2)cc1
1991,Cc1ccc(SCCN2CCC(C(C)(C)C)CCC2=O)cc1
1992,CCCC(C)C(=O)Nc1ccc2c(c1)OCCO2
1993,O=C(CSc1ccc(-c2ccccc2)nn1)Nc1ccc2c(c1)OCCO2
1994,Cc1nn(-c2cccc([N+](=O)[O-])c2)c(N)c1-c1ccccc1
1995,Cc1ccc(SCC(=O)N2CCc3ccccc32)cc1
1996,Cc1ccc(C(C)(C)NC(=O)C2CCC(=O)N(C3CCCCCC3)C2)cc1
1997,Cc1c(Cl)cccc1NC(=O)c1cc(-c2ccccc2O)[nH]n1
1998,CC(Oc1ccccc1)C(=O)NC1=NCCS1
1999,CC(C)c1ccc(Nc2ncccc2C#N)cc1
2000,CCOc1ncccc1C(=O)OCc1nnc(-c2ccccc2)o1
2001,CC(=O)Nc1cccc(C(=O)OCC(=O)N2CCC(c3ccccc3)=N2)c1
2002,Cc1ccsc1C(=O)N/N=C/c1ccc([N+](=O)[O-])cc1
2003,CN(C)c1ccc(NC(=S)NC(=O)/C=C/c2ccc(Cl)cc2)cc1
2004,Cl.O=C(O)c1cccc(Nc2nc(-c3cccnc3)nc3ccccc23)c1
2005,CC(C)Cc1ccc(/C=C/C(=O)N2CCOCC2)cc1
2006,COc1ccc(-c2nc(CCl)cs2)cc1.Cl
2007,Cc1ccc(Cn2ccc(NC(=O)c3nn(C)cc3Cl)n2)cc1
2008,C1CCN=C(Nc2nc3c(s2)CCCC3)CC1
2009,CCc1ccc2[nH]c(C(=O)Nc3ccc(C)c(F)c3)cc2c1
2010,Cc1ccsc1C(=O)Nc1nc2ccccc2[nH]1
2011,CN1CCCNc2nc3ccccc3nc21
2012,S=C(Nc1cccc2ccccc12)N1CCN(c2ncccn2)CC1
2013,c1ccc(COc2ccc(OCCOCCn3cncn3)cc2)cc1
2014,O=C(NCCSC1CCCCC1)c1ccccc1
2015,COc1ccc(OCc2cc(C(=O)N3CCN(C4CCCC4)CC3)no2)c(Cl)c1
2016,O=[N+]([O-])c1ccc2nc(NS(=O)(=O)c3ccccc3[N+](=O)[O-])sc2c1
2017,Cc1ccc(C)c2nc3sc(C(=O)N4CCOCC4)c(N)c3cc12
2018,Cc1cnc(C(=O)OCC(=O)c2csc(N3CCCCC3)n2)cn1
2019,CCOc1ccc(/N=C/C=C(/O)c2ccc(OC)cc2)c([N+](=O)[O-])c1
2020,O=C(Nc1ccc(F)cc1)NC1CCCCC1
2021,Cc1[nH]c2ccccc2c1C(=O)/C(C#N)=c1/s/c(=C\c2ccccn2)c(=O)n1-c1ccccc1F
2022,C/C(=N\Nc1nc2ccccc2c(=O)n1O)c1ccco1
2023,O=C(c1ccco1)N1CCN(c2cccc(Cl)c2)CC1
2024,CCCCN1CC(=O)C(c2nc3ccccc3s2)=C1N
2025,CC1CCc2c(C(=O)Nc3ccccn3)csc2C1
2026,O=c1c2c3c(sc2nc2n1CCCC2)CCCCC3
2027,COc1cccc(NC(=O)CN(C)C(=O)CNC(=O)c2sc3ccccc3c2Cl)c1
2028,CCn1c(C)nc2cc(C(=O)NNC(=O)c3ccc(C)cc3)ccc21
2029,CC1(C)CC(=O)C=C(c2ccc(Oc3ccccc3)cc2)C1
2030,C#Cc1ccc2c(c1)COc1c3ccccc3nn1-2
2031,COc1ccc(C2NN=C(c3ccc(C)cc3)S2)cc1OC
2032,COc1cccc(COc2ccc3ccc(=O)oc3c2)c1
2033,Cc1nc2cc(NC(=O)NCCC3=CCCCC3)ccc2o1
2034,CCOc1ccc(-c2ccc(SCC(=O)Nc3nnc(C)s3)nn2)cc1
